设备ID,有功功率,无功功率
4,0.4726875,0.42530625
5,0.6227325,0.554755
6,0.486728571,0.447442857
7,0.47344,0.441
8,0.54692,0.51112
9,0.50716,0.45708
10,0.54511875,0.50306875
11,0.4827875,0.41335
12,0.5254225,0.44829
13,0.281056667,0.190863333
14,0.4351,0.3699
15,0.4566875,0.3957375
16,0.562325,0.5328125
17,0.42501875,0.38988125
18,0.5432625,0.4964625
19,0.000933333,0.000833333
20,0.48252,0.43184
21,0.000808,0.00068
22,0.44683,0.38967
23,0.47026,0.40034
24,0.00050625,0.00038125
1,0.5246,0.4546
2,0.0006,0.00038125
3,0.639968571,0.566617143
4,0.53061875,0.4651625
5,0.605815,0.5572525
6,0.62164,0.53662
7,0.510376,0.474032
8,0.52646,0.44835
9,0.45818,0.39622
10,0.536575,0.4712125
11,0.5408375,0.494425
12,0.5063425,0.4308475
13,0.222046667,0.135926667
14,0.538933333,0.4912
15,0.459775,0.433775
16,0.56218125,0.49338125
17,0.4309125,0.3893375
18,0.426725,0.3994375
19,0.000466667,0.0003
20,0.54058,0.46312
21,0.000256,0.000144
22,0.55094,0.52172
23,0.50718,0.46778
24,0.00053125,0.00044375
1,0.5244,0.469966667
2,0.000975,0.00064375
3,0.523742857,0.445194286
4,0.41103125,0.3564875
5,0.568695,0.50399
6,0.610677143,0.526017143
7,0.5146,0.482752
8,0.44107,0.4177
9,0.53086,0.4532
10,0.49181875,0.460275
11,0.6171625,0.53155
12,0.4869125,0.45916
13,0.288133333,0.193653333
14,0.548833333,0.493266667
15,0.50733125,0.44773125
16,0.643225,0.5500125
17,0.5021875,0.44915625
18,0.4464125,0.395625
19,0.0001,6.66667E-05
20,0.51218,0.43902
21,0.000152,0.000128
22,0.4656,0.41072
23,0.47974,0.42298
24,0.00065,0.00055
1,0.452633333,0.4062
2,0.00034375,0.0002875
3,0.470042857,0.425557143
4,0.52390625,0.48285625
5,0.6170175,0.5580175
6,0.637737143,0.568068571
7,0.528776,0.489496
8,0.51,0.43731
9,0.44152,0.38878
10,0.5451875,0.49545
11,0.5832625,0.50905
12,0.45866,0.4184575
13,0.28472,0.189333333
14,0.489366667,0.420233333
15,0.515025,0.4540375
16,0.526575,0.46968125
17,0.40846875,0.37884375
18,0.494175,0.448025
19,0.000966667,0.000933333
20,0.53242,0.46906
21,0.000136,0.000096
22,0.54715,0.51157
23,0.46124,0.41092
24,0.00021875,0.00014375
1,0.426566667,0.380966667
2,0.00018125,0.0001
3,0.615865714,0.528965714
4,0.46581875,0.43373125
5,0.5279175,0.486565
6,0.613334286,0.551734286
7,0.446096,0.418248
8,0.4967,0.44604
9,0.52626,0.49482
10,0.47033125,0.4163
11,0.4791375,0.4331125
12,0.5278125,0.4829675
13,0.2592,0.095196667
14,0.53,0.492833333
15,0.44939375,0.39028125
16,0.4994125,0.45766875
17,0.5415125,0.47625625
18,0.5168375,0.4447125
19,3.33333E-05,3.33333E-05
20,0.42742,0.37346
21,0.000688,0.000576
22,0.54384,0.47746
23,0.54422,0.5129
24,0.00094375,0.00085
1,0.546133333,0.4742
2,0.00069375,0.00039375
3,0.645722857,0.580497143
4,0.52274375,0.47700625
5,0.5556575,0.4942075
6,0.648308571,0.612274286
7,0.475704,0.431016
8,0.47564,0.40527
9,0.49224,0.42648
10,0.44909375,0.40343125
11,0.5551125,0.4967125
12,0.4187875,0.378645
13,0.298853333,0.13646
14,0.556933333,0.515766667
15,0.53339375,0.4552625
16,0.628325,0.56389375
17,0.5330375,0.49319375
18,0.4173,0.38625
19,0.000233333,0.0002
20,0.47654,0.4165
21,0.000736,0.00064
22,0.47666,0.44867
23,0.5303,0.46142
24,0.00030625,0.0001875
1,0.442333333,0.416366667
2,0.0004625,0.00040625
3,0.611817143,0.572102857
4,0.51376875,0.45728125
5,0.536565,0.4699275
6,0.51174,0.463431429
7,0.445176,0.405272
8,0.52775,0.44983
9,0.49078,0.44938
10,0.4756125,0.4170125
11,0.587725,0.5454625
12,0.408035,0.379875
13,0.290313333,0.193416667
14,0.5113,0.479033333
15,0.4983125,0.42795625
16,0.555925,0.4815625
17,0.44180625,0.40830625
18,0.411425,0.3518625
19,0.001,0.000566667
20,0.51696,0.48674
21,0.000056,0.00004
22,0.43903,0.41118
23,0.52438,0.46764
24,0.0004875,0.0004
1,0.442566667,0.4064
2,0.0008,0.00070625
3,0.47648,0.417931429
4,0.4837125,0.45526875
5,0.6435975,0.5506525
6,0.532248571,0.498685714
7,0.534528,0.488016
8,0.47765,0.43972
9,0.43002,0.38098
10,0.449825,0.38401875
11,0.4889375,0.426475
12,0.5196075,0.4516825
13,0.241033333,0.15285
14,0.510266667,0.455966667
15,0.41435625,0.3673
16,0.5751,0.51549375
17,0.46830625,0.4190125
18,0.4099875,0.3747
19,0.000766667,0.0006
20,0.52578,0.46228
21,0.000488,0.000296
22,0.521,0.45823
23,0.4662,0.41966
24,0.0005125,0.0002875
1,0.5438,0.487833333
2,0.00091875,0.00063125
3,0.540765714,0.462774286
4,0.5471375,0.46770625
5,0.63488,0.54772
6,0.62664,0.55914
7,0.403744,0.374776
8,0.47948,0.41691
9,0.5144,0.47578
10,0.4752875,0.43339375
11,0.5603,0.5173875
12,0.4226075,0.3636725
13,0.204376667,0.074436667
14,0.4356,0.406933333
15,0.47436875,0.4079125
16,0.498875,0.4399625
17,0.54086875,0.46243125
18,0.4566375,0.4310875
19,0.000466667,0.000366667
20,0.4683,0.39852
21,0.000264,0.0002
22,0.44185,0.41222
23,0.55668,0.48834
24,0.0002,0.00015
1,0.444533333,0.3796
2,0.000425,0.00025625
3,0.467,0.40662
4,0.42354375,0.38411875
5,0.5366925,0.4734575
6,0.562308571,0.52718
7,0.534352,0.487512
8,0.50757,0.45433
9,0.49856,0.47236
10,0.5367375,0.505575
11,0.563075,0.5308125
12,0.51612,0.4634675
13,0.23462,0.174373333
14,0.559133333,0.487033333
15,0.4827875,0.4340125
16,0.4984,0.42593125
17,0.49148125,0.4506375
18,0.49695,0.425175
19,0.000633333,0.0005
20,0.48384,0.45526
21,0.000096,0.00008
22,0.4333,0.37809
23,0.47418,0.44804
24,0.00038125,0.00035
1,0.503233333,0.4316
2,0.00005625,0.00004375
3,0.567377143,0.5131
4,0.5313875,0.46388125
5,0.55818,0.4861525
6,0.574282857,0.513928571
7,0.508792,0.445016
8,0.50935,0.47337
9,0.5514,0.49928
10,0.526975,0.46523125
11,0.5093,0.441725
12,0.47473,0.430035
13,0.220496667,0.1282
14,0.4829,0.430066667
15,0.4584625,0.40034375
16,0.4811625,0.44598125
17,0.467325,0.42225
18,0.4650625,0.4105
19,0.000266667,0.000233333
20,0.41434,0.38502
21,0.000144,0.000088
22,0.46853,0.41101
23,0.4673,0.44362
24,0.00044375,0.00028125
1,0.478533333,0.410033333
2,0.00054375,0.00048125
3,0.648071429,0.590982857
4,0.4135125,0.36933125
5,0.63283,0.5853225
6,0.476388571,0.439294286
7,0.423232,0.367952
8,0.43677,0.39467
9,0.45162,0.40376
10,0.523,0.45639375
11,0.4813125,0.4334625
12,0.3990725,0.3501925
13,0.205476667,0.10348
14,0.542366667,0.478766667
15,0.5263875,0.4992
16,0.59471875,0.512075
17,0.4986,0.4543625
18,0.4607125,0.3926125
19,0.000766667,0.0007
20,0.4775,0.43426
21,0.00064,0.000568
22,0.45534,0.39052
23,0.42386,0.36636
24,0.000325,0.0001875
1,0.4854,0.4462
2,0.00089375,0.00056875
3,0.772048571,0.682985714
4,0.44455625,0.4144
5,0.7174575,0.67671
6,0.616928571,0.568597143
7,0.45676,0.40264
8,0.46713,0.42994
9,0.44782,0.41136
10,0.47974375,0.4435625
11,0.58835,0.5414625
12,0.4758275,0.4463875
13,0.00013,6.33333E-05
14,0.585466667,0.5243
15,0.44463125,0.395275
16,0.7251375,0.6479
17,0.56779375,0.516675
18,0.549275,0.4715125
19,0.000466667,0.0004
20,0.54202,0.49958
21,0.000424,0.000376
22,0.47326,0.41736
23,0.5066,0.47062
24,0.00050625,0.00035625
1,0.5426,0.4929
2,0.0008375,0.00073125
3,0.747871429,0.694257143
4,0.4656,0.3958125
5,0.6342125,0.542365
6,0.708868571,0.618477143
7,0.552528,0.523288
8,0.51651,0.45626
9,0.4985,0.4602
10,0.5127375,0.45210625
11,0.68005,0.591925
12,0.4659425,0.40815
13,0.00046,0.000203333
14,0.506666667,0.4443
15,0.48366875,0.456
16,0.6220875,0.580625
17,0.4610125,0.4151875
18,0.5606875,0.4957
19,0.000233333,0.000133333
20,0.50486,0.46532
21,0.000296,0.000248
22,0.48805,0.45349
23,0.56224,0.5021
24,0.000025,0.000025
1,0.578133333,0.546666667
2,0.00053125,0.0005
3,0.579728571,0.540268571
4,0.44409375,0.410625
5,0.75878,0.64534
6,0.758322857,0.658517143
7,0.563944,0.483944
8,0.44215,0.38372
9,0.5537,0.47544
10,0.52915,0.47098125
11,0.5649375,0.49805
12,0.5703675,0.5095925
13,1.33333E-05,6.66667E-06
14,0.5257,0.496933333
15,0.5086,0.47089375
16,0.61750625,0.5823375
17,0.56986875,0.51129375
18,0.4687625,0.44115
19,0.000333333,0.0002
20,0.53384,0.48802
21,0.00048,0.000448
22,0.59764,0.55323
23,0.5753,0.52984
24,0.0007625,0.00063125
1,0.511933333,0.436666667
2,0.0001875,0.0001375
3,0.776222857,0.686668571
4,0.5002125,0.4307625
5,0.69451,0.652805
6,0.581591429,0.501651429
7,0.479,0.43132
8,0.5634,0.52708
9,0.448,0.39302
10,0.5075625,0.4709625
11,0.659425,0.590575
12,0.5538125,0.5032
13,0.0006,0.00045
14,0.5177,0.4464
15,0.586825,0.5358625
16,0.59903125,0.52389375
17,0.56550625,0.5328375
18,0.5415875,0.463775
19,0.000766667,0.0006
20,0.47092,0.4057
21,0.001,0.00076
22,0.58118,0.49548
23,0.45674,0.42122
24,0.0009625,0.0007875
1,0.4903,0.439133333
2,0.0004875,0.00035625
3,0.614162857,0.538417143
4,0.49048125,0.43019375
5,0.553365,0.51265
6,0.70204,0.661442857
7,0.532984,0.47248
8,0.5049,0.44993
9,0.57478,0.51148
10,0.52748125,0.4897625
11,0.573,0.5296875
12,0.4461625,0.41902
13,0.263493333,0.160143333
14,0.556133333,0.481366667
15,0.4548125,0.38845625
16,0.7758625,0.680725
17,0.5840625,0.52890625
18,0.5455625,0.4910625
19,0.0007,0.000433333
20,0.49216,0.42658
21,0.000056,0.000048
22,0.5844,0.5487
23,0.45978,0.41588
24,0.00068125,0.00058125
1,0.464733333,0.416866667
2,0.00091875,0.0007625
3,0.711534286,0.654937143
4,0.51023125,0.44044375
5,0.692345,0.6246725
6,0.645188571,0.595114286
7,0.43812,0.378832
8,0.45592,0.39891
9,0.4614,0.43076
10,0.5390875,0.46578125
11,0.703775,0.6140875
12,0.556605,0.47736
13,0.232773333,0.16986
14,0.584166667,0.530633333
15,0.49926875,0.42456875
16,0.66926875,0.61310625
17,0.51345625,0.4417
18,0.59955,0.524575
19,0,0
20,0.54656,0.51654
21,0.000256,0.000224
22,0.52245,0.4679
23,0.60088,0.5536
24,0.0008875,0.00076875
1,0.5219,0.488066667
2,0.000725,0.0005
3,0.628662857,0.561891429
4,0.45373125,0.42298125
5,0.740785,0.6843025
6,0.625211429,0.556791429
7,0.544696,0.50544
8,0.46823,0.40628
9,0.61086,0.57812
10,0.54449375,0.472975
11,0.698175,0.6139625
12,0.5684225,0.52011
13,0.241886667,0.14085
14,0.489266667,0.441066667
15,0.48216875,0.4433
16,0.77645,0.7291875
17,0.555425,0.50130625
18,0.5632125,0.521725
19,0.0004,0.000266667
20,0.50378,0.43574
21,0.000872,0.000784
22,0.48633,0.46077
23,0.48662,0.42702
24,0.0006375,0.00040625
1,0.495233333,0.462733333
2,0.0003,0.000225
3,0.757368571,0.680622857
4,0.5173375,0.46036875
5,0.65262,0.574635
6,0.699254286,0.653131429
7,0.462432,0.39948
8,0.46613,0.42721
9,0.53056,0.46024
10,0.58634375,0.5218375
11,0.71125,0.6543625
12,0.4825475,0.451825
13,0.26957,0.117396667
14,0.619266667,0.5316
15,0.52543125,0.46255625
16,0.70870625,0.6585875
17,0.4587625,0.40023125
18,0.5995,0.5456625
19,0.0001,6.66667E-05
20,0.46902,0.40556
21,0.000536,0.000336
22,0.58481,0.55061
23,0.50978,0.47912
24,0.0003375,0.00023125
1,0.609533333,0.562966667
2,0.0004,0.000375
3,0.701325714,0.659177143
4,0.54830625,0.4836875
5,0.648855,0.5549525
6,0.665925714,0.589677143
7,0.533504,0.453576
8,0.50567,0.44225
9,0.50506,0.47188
10,0.45220625,0.426375
11,0.567425,0.5371625
12,0.5377725,0.5008275
13,0.236023333,0.150913333
14,0.464966667,0.419366667
15,0.43318125,0.39066875
16,0.76880625,0.69969375
17,0.46505625,0.44045625
18,0.5724875,0.4900875
19,0,0
20,0.57828,0.54076
21,0.000368,0.000328
22,0.55907,0.49996
23,0.54952,0.4958
24,0.00039375,0.00031875
1,0.580833333,0.549033333
2,0.0006625,0.00045625
3,0.72882,0.686048571
4,0.51110625,0.47638125
5,0.59117,0.5062225
6,0.639854286,0.579888571
7,0.596624,0.565408
8,0.50042,0.45886
9,0.52608,0.48826
10,0.558925,0.4969
11,0.7847,0.7083625
12,0.522615,0.4800425
13,0.296603333,0.15776
14,0.475566667,0.407766667
15,0.56226875,0.5328875
16,0.78040625,0.6691625
17,0.46711875,0.3980625
18,0.5767375,0.5415875
19,0.000966667,0.000633333
20,0.47784,0.43752
21,0.000712,0.000496
22,0.45773,0.39769
23,0.47566,0.41454
24,0.0005,0.00045625
1,0.579,0.4979
2,0.000975,0.00055625
3,0.660262857,0.626528571
4,0.58428125,0.5110875
5,0.63807,0.55714
6,0.573437143,0.544625714
7,0.541856,0.470528
8,0.56302,0.51367
9,0.53136,0.45172
10,0.5164,0.4472125
11,0.744125,0.6976875
12,0.5922725,0.529125
13,0.27896,0.174223333
14,0.489933333,0.421433333
15,0.494825,0.44621875
16,0.62870625,0.5967875
17,0.57699375,0.51528125
18,0.565775,0.483775
19,0.0006,0.000466667
20,0.45438,0.41134
21,0.000648,0.000368
22,0.51754,0.48978
23,0.47108,0.4076
24,0.0005,0.0003125
1,0.536033333,0.508066667
2,0.0001625,0.000125
3,0.608845714,0.521782857
4,0.51345,0.4870375
5,0.6400425,0.5955475
6,0.739191429,0.63566
7,0.5668,0.518232
8,0.55707,0.51539
9,0.56604,0.52356
10,0.49878125,0.43656875
11,0.7052,0.6177625
12,0.58206,0.5417725
13,0.26376,0.099903333
14,0.471533333,0.426233333
15,0.55174375,0.5236625
16,0.7505375,0.67375
17,0.55003125,0.47448125
18,0.5468875,0.4781625
19,0.0005,0.0004
20,0.54,0.472
21,0.000808,0.000752
22,0.51788,0.46932
23,0.59592,0.52194
24,0.0000875,0.00005625
1,0.570033333,0.522033333
2,0.0006875,0.0004875
3,0.7211,0.658694286
4,0.55166875,0.5205
5,0.771645,0.709465
6,0.571994286,0.536768571
7,0.441008,0.384776
8,0.4172,0.37363
9,0.48794,0.44638
10,0.511775,0.47441875
11,0.6904125,0.6446
12,0.4127975,0.3825025
13,0.000636667,0.000313333
14,0.4888,0.442233333
15,0.5059375,0.434575
16,0.701625,0.6452875
17,0.45900625,0.41320625
18,0.4790375,0.446225
19,0.000833333,0.0005
20,0.4448,0.41684
21,0.000392,0.000256
22,0.4945,0.44686
23,0.51172,0.44658
24,0.00014375,0.00011875
1,0.443466667,0.379766667
2,0.0007875,0.00055
3,0.68128,0.597771429
4,0.46429375,0.4098875
5,0.636975,0.5414825
6,0.768357143,0.671111429
7,0.428704,0.398496
8,0.54051,0.46833
9,0.4624,0.40034
10,0.442675,0.4197375
11,0.7017625,0.6408125
12,0.54073,0.4973425
13,0.000723333,0.0004
14,0.4716,0.407566667
15,0.43720625,0.3942875
16,0.766425,0.71673125
17,0.47809375,0.43203125
18,0.538375,0.504025
19,0.0007,0.000433333
20,0.43024,0.36748
21,0.000872,0.000592
22,0.45247,0.41729
23,0.5582,0.5285
24,0.0006875,0.00058125
1,0.5443,0.4721
2,0.0002375,0.0001625
3,0.700591429,0.654031429
4,0.479725,0.4318625
5,0.6427025,0.5559075
6,0.689777143,0.647248571
7,0.560432,0.515752
8,0.53877,0.47613
9,0.51728,0.47936
10,0.5512125,0.48235625
11,0.680025,0.625525
12,0.41559,0.3848825
13,0.000786667,0.000276667
14,0.4417,0.378333333
15,0.45868125,0.4347625
16,0.642525,0.5737375
17,0.421125,0.36288125
18,0.4665875,0.4311625
19,0.000266667,0.000266667
20,0.5452,0.50226
21,0.000208,0.00012
22,0.42656,0.36519
23,0.44592,0.40462
24,0.00044375,0.00036875
1,0.584733333,0.530766667
2,0.0007,0.0004625
3,0.675874286,0.620871429
4,0.421525,0.395325
5,0.5789325,0.50263
6,0.685571429,0.640154286
7,0.510368,0.48468
8,0.56215,0.51551
9,0.53174,0.45862
10,0.4664375,0.4375875
11,0.7966875,0.6995625
12,0.5258275,0.4871025
13,0.000646667,0.000383333
14,0.546366667,0.492333333
15,0.41671875,0.3644125
16,0.7920375,0.72423125
17,0.5062,0.45053125
18,0.5566125,0.49295
19,0.000766667,0.000633333
20,0.45888,0.43462
21,0.000024,0.000024
22,0.56029,0.48528
23,0.5142,0.48544
24,0.0005125,0.000425
1,0.571666667,0.509
2,0.00050625,0.00030625
3,0.78466,0.712497143
4,0.51156875,0.4646125
5,0.6248225,0.5722075
6,0.580945714,0.538874286
7,0.557616,0.518992
8,0.47104,0.427
9,0.56924,0.51032
10,0.498875,0.4653125
11,0.5799875,0.5187375
12,0.529675,0.4836375
13,1E-04,4.66667E-05
14,0.513066667,0.472266667
15,0.4881625,0.42070625
16,0.65790625,0.574725
17,0.4598125,0.42145625
18,0.4505625,0.3880625
19,0.0002,0.000166667
20,0.44542,0.40874
21,0.000024,0.000016
22,0.5598,0.49901
23,0.54428,0.51216
24,0.0009,0.00051875
1,0.551233333,0.475333333
2,0.00050625,0.00031875
3,0.756388571,0.653377143
4,0.5324625,0.45666875
5,0.675225,0.6133625
6,0.593577143,0.522008571
7,0.418208,0.378968
8,0.55259,0.49736
9,0.45958,0.391
10,0.41551875,0.37551875
11,0.64845,0.58075
12,0.486825,0.4325175
13,0.000896667,0.000666667
14,0.520666667,0.4919
15,0.4461875,0.38788125
16,0.70548125,0.6257625
17,0.47365,0.4460375
18,0.533775,0.45605
19,0.0009,0.0007
20,0.55314,0.5005
21,0.000712,0.00048
22,0.45945,0.41019
23,0.5285,0.48406
24,0.0006375,0.000375
1,0.540066667,0.510966667
2,0.00025625,0.0002375
3,0.595342857,0.530422857
4,0.5420875,0.4620625
5,0.6297225,0.5363275
6,0.655025714,0.613374286
7,0.453464,0.390024
8,0.52553,0.47562
9,0.4996,0.45556
10,0.43935,0.4135
11,0.6658375,0.57815
12,0.42696,0.37312
13,0.000326667,0.00014
14,0.4545,0.395566667
15,0.46871875,0.433025
16,0.59565,0.514225
17,0.46105625,0.396625
18,0.513425,0.4767875
19,0.000666667,0.000433333
20,0.52084,0.4532
21,0.0008,0.000736
22,0.52483,0.47144
23,0.47448,0.41084
24,0.00050625,0.0002875
1,0.485666667,0.446733333
2,0.00053125,0.0004125
3,0.74564,0.637925714
4,0.492825,0.4681125
5,0.6498425,0.5868975
6,0.576077143,0.536811429
7,0.521928,0.463864
8,0.4573,0.42286
9,0.49436,0.43374
10,0.42975,0.381775
11,0.66965,0.6069875
12,0.479025,0.4084425
13,0.000696667,0.000263333
14,0.554366667,0.487433333
15,0.47255625,0.441475
16,0.7088625,0.670575
17,0.51476875,0.45361875
18,0.4683375,0.411825
19,0,0
20,0.50576,0.468
21,0.000488,0.000336
22,0.49741,0.46568
23,0.42302,0.38012
24,0.0003125,0.00025625
1,0.574266667,0.512166667
2,0.00055625,0.00030625
3,0.754674286,0.701497143
4,0.48409375,0.434525
5,0.754015,0.6957275
6,0.630385714,0.5543
7,0.509904,0.434664
8,0.49054,0.45207
9,0.56884,0.5234
10,0.5565375,0.50736875
11,0.774125,0.671525
12,0.538,0.4875875
13,0.00034,0.00012
14,0.580366667,0.550466667
15,0.5344125,0.45923125
16,0.76480625,0.69735625
17,0.47111875,0.41168125
18,0.4512125,0.391625
19,0.0009,0.000766667
20,0.57126,0.51962
21,0.000456,0.000352
22,0.46559,0.44215
23,0.47802,0.4185
24,0.00070625,0.0004625
1,0.554266667,0.478533333
2,0.0001625,0.000125
3,0.571362857,0.492662857
4,0.44905,0.4222125
5,0.6076825,0.57109
6,0.793562857,0.702768571
7,0.549696,0.469328
8,0.48152,0.42602
9,0.44972,0.42622
10,0.50515625,0.44426875
11,0.5894875,0.539475
12,0.45061,0.4262075
13,0.00047,0.000256667
14,0.475533333,0.4376
15,0.52179375,0.4441625
16,0.59129375,0.52315625
17,0.4838875,0.41923125
18,0.5003875,0.447925
19,0.000633333,0.000466667
20,0.55504,0.49996
21,0.000224,0.000152
22,0.43641,0.40373
23,0.56958,0.50366
24,0.00045,0.0003
1,0.507066667,0.452066667
2,0.00096875,0.00065625
3,0.686385714,0.589165714
4,0.455225,0.4041
5,0.7349025,0.6905825
6,0.593125714,0.549645714
7,0.48228,0.42172
8,0.56068,0.53253
9,0.51006,0.48124
10,0.44210625,0.39506875
11,0.759425,0.6884375
12,0.543985,0.5060125
13,0.000446667,0.000266667
14,0.570033333,0.491133333
15,0.45196875,0.40863125
16,0.751825,0.67145625
17,0.484025,0.4439375
18,0.4177875,0.373425
19,0.0004,0.000233333
20,0.46926,0.44574
21,0.000688,0.000408
22,0.54658,0.48673
23,0.49636,0.44542
24,0.000725,0.00048125
1,0.535,0.468833333
2,0.00088125,0.0007375
3,0.617531429,0.557645714
4,0.45479375,0.39625
5,0.7099975,0.657505
6,0.742237143,0.644711429
7,0.535592,0.47812
8,0.46157,0.39699
9,0.48352,0.43334
10,0.426975,0.3946125
11,0.7840125,0.7085625
12,0.467315,0.4037175
13,0.000316667,0.000146667
14,0.5711,0.500366667
15,0.4734625,0.41378125
16,0.645275,0.5648875
17,0.42111875,0.382825
18,0.5642125,0.5055
19,0.000533333,0.000366667
20,0.45026,0.4067
21,0.000144,0.000128
22,0.46891,0.41879
23,0.46374,0.40338
24,0.000275,0.00025625
1,0.467533333,0.444
2,0.00061875,0.0004375
4,0.45493125,0.40865625
7,0.493904,0.44632
8,0.43838,0.38482
9,0.5205,0.46658
10,0.463,0.39803125
12,0.495745,0.4255275
13,0.000976667,0.000576667
14,0.426933333,0.3636
15,0.46109375,0.3945875
17,0.45955625,0.4037875
18,0.45905,0.4097125
19,0.000766667,0.0005
20,0.45034,0.41734
21,0.000544,0.000456
22,0.41729,0.38094
23,0.53448,0.4681
24,0.00061875,0.0004
1,0.4548,0.386966667
2,0.0003875,0.00024375
4,0.55364375,0.47630625
7,0.415512,0.376168
8,0.46381,0.44018
9,0.52594,0.4991
10,0.42605625,0.38031875
12,0.48463,0.4498475
13,0.000336667,0.00025
14,0.515866667,0.469733333
15,0.4859375,0.44875
17,0.45734375,0.4130375
18,0.551175,0.4782875
19,0.0009,0.000566667
20,0.50554,0.46964
21,0.000936,0.000848
22,0.52886,0.49264
23,0.55616,0.52098
24,0.00066875,0.00061875
1,0.5327,0.496966667
2,0.00035,0.00025625
4,0.4208375,0.3982375
7,0.54128,0.494624
8,0.52742,0.49745
9,0.44036,0.4068
10,0.44963125,0.40050625
12,0.4913925,0.4478775
13,0.00008,3.33333E-05
14,0.441733333,0.396866667
15,0.522575,0.4586375
17,0.46416875,0.41615625
18,0.508,0.479875
19,0.000433333,0.000266667
20,0.45742,0.41252
21,0.000224,0.000128
22,0.53565,0.50496
23,0.51612,0.46814
24,0.00064375,0.00060625
1,0.572166667,0.541766667
2,0.0002375,0.00014375
4,0.530225,0.46335
7,0.429616,0.38152
8,0.45656,0.40907
9,0.5015,0.43918
10,0.52095625,0.44565
12,0.459065,0.4035975
13,0.000606667,0.00045
14,0.4659,0.432666667
15,0.5532875,0.49509375
17,0.42923125,0.37985
18,0.426225,0.395525
19,0.000866667,0.000566667
20,0.51124,0.46314
21,0.0002,0.000168
22,0.54058,0.47869
23,0.54306,0.50322
24,0.0006625,0.00060625
1,0.425066667,0.3697
2,0.00045625,0.00029375
4,0.4451,0.3974625
7,0.455288,0.416536
8,0.44025,0.40125
9,0.54004,0.47184
10,0.54625,0.4936125
12,0.44034,0.3955875
13,0.00043,0.000296667
14,0.486666667,0.434966667
15,0.417675,0.38635
17,0.52080625,0.46441875
18,0.5473125,0.4914875
19,0.0007,0.000433333
20,0.50716,0.44664
21,0.000872,0.000632
22,0.49939,0.45364
23,0.53378,0.46558
24,0.0005875,0.00046875
1,0.435,0.371333333
2,0.0008875,0.00071875
4,0.41954375,0.38750625
7,0.488144,0.421352
8,0.55837,0.50492
9,0.48282,0.43898
10,0.47360625,0.4391625
12,0.416185,0.3936475
13,0.000933333,0.000533333
14,0.5213,0.473466667
15,0.4598,0.395675
17,0.54054375,0.49825
18,0.437125,0.403325
19,0.0001,6.66667E-05
20,0.46784,0.4332
21,0.000784,0.000552
22,0.48997,0.43665
23,0.55576,0.513
24,0.00054375,0.00039375
1,0.502833333,0.447666667
2,0.00098125,0.00070625
4,0.43755,0.4137875
7,0.535664,0.48236
8,0.44774,0.4241
9,0.41886,0.37386
10,0.50763125,0.4567875
12,0.422975,0.36414
13,0.00089,0.000656667
14,0.5662,0.5185
15,0.45891875,0.42244375
17,0.50671875,0.45245
18,0.4475,0.4232875
19,6.66667E-05,3.33333E-05
20,0.53968,0.47446
21,0.000968,0.000696
22,0.43169,0.3889
23,0.4628,0.43536
24,0.00080625,0.0006375
1,0.5617,0.511466667
2,0.00074375,0.0006125
4,0.49338125,0.45649375
7,0.465048,0.431656
8,0.48517,0.45229
9,0.45504,0.42076
10,0.5475125,0.50586875
12,0.5511775,0.5145825
13,0.000683333,0.000373333
14,0.477766667,0.423633333
15,0.4811625,0.4444625
17,0.43831875,0.3983125
18,0.493475,0.4217375
19,3.33333E-05,3.33333E-05
20,0.4743,0.41396
21,0.000736,0.000592
22,0.41165,0.35217
23,0.49904,0.4718
24,0.00001875,0.0000125
1,0.442833333,0.382
2,0.0002125,0.000125
4,0.47155625,0.408725
7,0.426112,0.372968
8,0.42967,0.37641
9,0.56406,0.50408
10,0.44936875,0.3935375
12,0.48774,0.43569
13,0.00078,0.000376667
14,0.5114,0.44
15,0.48171875,0.44345625
17,0.43455625,0.3853375
18,0.4312625,0.379875
19,0.000766667,0.0007
20,0.47202,0.42084
21,0.000608,0.000408
22,0.55985,0.50553
23,0.55592,0.47398
24,0.0000125,0.00000625
1,0.487933333,0.419266667
2,0.00039375,0.000325
4,0.53198125,0.4635625
7,0.509304,0.477976
8,0.50178,0.43094
9,0.5022,0.465
10,0.5497375,0.47005
12,0.42623,0.3812425
13,0.00087,0.000466667
14,0.4616,0.396033333
15,0.5413875,0.469325
17,0.46269375,0.401825
18,0.505725,0.459825
19,0.000933333,0.0005
20,0.49262,0.45896
21,0.000392,0.000248
22,0.43051,0.37332
23,0.51666,0.46724
24,0.00013125,0.000075
1,0.438333333,0.4129
2,0.000925,0.000675
4,0.55450625,0.48058125
7,0.442088,0.385128
8,0.47139,0.41832
9,0.52772,0.48116
10,0.4987,0.4447875
12,0.479915,0.43008
13,0.00099,0.00054
14,0.5054,0.454966667
15,0.4399,0.3741625
17,0.4501875,0.42311875
18,0.5033,0.4765875
19,0.0001,0.0001
20,0.559,0.49222
21,0.001,0.000848
22,0.54325,0.47663
23,0.4723,0.42166
24,0.00064375,0.00056875
1,0.456666667,0.405066667
2,0.00043125,0.00035
4,0.5056875,0.47876875
7,0.415352,0.374976
8,0.51316,0.46926
9,0.44742,0.42044
10,0.4470875,0.40043125
12,0.5314675,0.475535
13,0.000186667,8.33333E-05
14,0.447033333,0.409433333
