设备ID,有功功率,无功功率
14,0.5713,0.536766667
15,0.5710875,0.5036
17,0.57278125,0.4913875
18,0.6072375,0.528525
19,0.0009,0.000633333
20,0.55428,0.49132
21,0.000608,0.000568
22,0.47085,0.40475
23,0.54474,0.50338
24,0.0007875,0.00069375
1,0.6054,0.520166667
2,0.00040625,0.00031875
4,0.50935,0.4457875
7,0.489352,0.45296
8,0.4744,0.41788
9,0.48304,0.42148
10,0.4810625,0.45318125
12,0.5567075,0.4901175
13,0.000103333,0.00004
14,0.5766,0.5454
15,0.56795,0.48449375
17,0.48906875,0.44700625
18,0.46655,0.4222875
19,0.000933333,0.0008
20,0.48042,0.41346
21,0.000712,0.000536
22,0.49167,0.45477
23,0.5151,0.4817
24,0.00043125,0.00025625
1,0.624933333,0.5372
2,0.000125,0.0001
4,0.52540625,0.46331875
7,0.587968,0.531856
8,0.61999,0.58448
9,0.60502,0.56888
10,0.4934375,0.4422625
12,0.501225,0.4523775
13,0.000716667,0.000476667
14,0.6017,0.529866667
15,0.57875625,0.517675
17,0.503325,0.4777
18,0.573225,0.5094625
19,0.000666667,0.000433333
20,0.54738,0.50678
21,0.00072,0.000472
22,0.46838,0.40711
23,0.47438,0.40354
24,0.0001,0.0000625
1,0.584666667,0.516833333
2,0.00010625,0.00008125
4,0.6081625,0.558425
7,0.468288,0.424104
8,0.52688,0.44874
9,0.58192,0.52706
10,0.47631875,0.44976875
12,0.5207875,0.4548275
13,0.000466667,0.00023
14,0.5851,0.552866667
15,0.6077875,0.570525
17,0.54161875,0.51329375
18,0.536025,0.496875
19,0.0003,0.0002
20,0.47122,0.40988
21,0.000672,0.0004
22,0.52245,0.44479
23,0.61188,0.5386
24,0.0003625,0.0002875
1,0.528933333,0.455466667
2,0.00034375,0.0002375
4,0.51654375,0.48610625
7,0.478384,0.432544
8,0.41892,0.37517
9,0.45974,0.42456
10,0.5035875,0.46764375
12,0.5320425,0.46512
13,0.000823333,0.00029
14,0.5109,0.446366667
15,0.53409375,0.467025
17,0.478725,0.4221875
18,0.5251125,0.4962625
19,0.0005,0.000333333
20,0.47534,0.41704
21,0.000584,0.000392
22,0.43727,0.38284
23,0.53772,0.50434
24,0.0000375,0.00003125
1,0.5449,0.477733333
2,0.00031875,0.000175
4,0.49781875,0.4658375
7,0.4622,0.401872
8,0.55953,0.5001
9,0.43304,0.40938
10,0.48088125,0.40913125
12,0.5498625,0.5012825
13,0.000756667,0.000376667
14,0.5253,0.451133333
15,0.4348375,0.3718875
17,0.5096875,0.43504375
18,0.5579375,0.5154875
19,0.0006,0.0004
20,0.53204,0.48966
21,0.000752,0.000496
22,0.41525,0.3818
23,0.53668,0.46974
24,0.00059375,0.0004625
1,0.4881,0.451933333
2,0.00064375,0.00048125
4,0.45183125,0.41023125
7,0.462688,0.40392
8,0.53513,0.45691
9,0.52712,0.47238
10,0.51533125,0.4693875
12,0.4152925,0.3814475
13,0.00043,0.00021
14,0.4203,0.3953
15,0.41203125,0.373775
17,0.425725,0.39453125
18,0.552875,0.5195625
19,0.000566667,0.0004
20,0.44578,0.39086
21,0.000776,0.000448
22,0.51145,0.45861
23,0.45132,0.385
24,0.00015,0.00010625
1,0.421066667,0.363533333
2,0.00061875,0.00040625
4,0.4719375,0.4195
7,0.545912,0.494024
8,0.43243,0.40619
9,0.42014,0.36454
10,0.46771875,0.4255
12,0.42219,0.365675
13,0.00015,0.00007
14,0.5586,0.4968
15,0.53734375,0.462125
17,0.494975,0.43561875
18,0.5468,0.467975
19,0.000266667,0.0002
20,0.45094,0.42434
21,0.00016,0.000152
22,0.5427,0.47047
23,0.43824,0.37628
24,0.0009,0.000775
1,0.4636,0.411066667
2,0.00040625,0.0003
4,0.45773125,0.41951875
7,0.493816,0.455368
8,0.53414,0.47915
9,0.47256,0.4059
10,0.51806875,0.4824625
12,0.4190875,0.38669
13,0.00052,0.000383333
14,0.513733333,0.4805
15,0.4405625,0.41301875
17,0.53609375,0.5051625
18,0.4114375,0.3622375
19,0.000466667,0.0003
20,0.50972,0.47884
21,0.00044,0.000376
22,0.46247,0.39395
23,0.46852,0.40672
24,0.00038125,0.00025625
1,0.472633333,0.446233333
2,0.0000875,0.00008125
4,0.515075,0.4425875
7,0.458736,0.417848
8,0.55111,0.47534
9,0.43456,0.38208
10,0.447375,0.39643125
12,0.5185475,0.4863425
13,0.000753333,0.000296667
14,0.467866667,0.4162
15,0.49408125,0.42753125
17,0.52419375,0.47096875
18,0.445825,0.4158625
19,0.000233333,0.0002
20,0.53594,0.45948
21,0.000968,0.000672
22,0.48182,0.42157
23,0.50112,0.47002
24,0.00060625,0.00038125
1,0.442233333,0.410833333
2,0.00020625,0.00013125
4,0.5381375,0.50961875
7,0.461888,0.404264
8,0.45462,0.3988
9,0.45462,0.42692
10,0.5020375,0.42949375
12,0.429215,0.40608
13,9.66667E-05,5.66667E-05
14,0.435466667,0.4015
15,0.45661875,0.41030625
17,0.5450125,0.47390625
18,0.5506125,0.471675
19,0.000366667,0.000266667
20,0.48342,0.4422
21,0.000712,0.000472
22,0.42579,0.39049
23,0.46224,0.40826
24,0.0000625,0.00004375
1,0.537466667,0.490566667
2,0.00036875,0.0002375
4,0.41624375,0.3575375
7,0.549608,0.469272
8,0.49231,0.44555
9,0.51078,0.44662
10,0.5147125,0.47283125
12,0.529335,0.453015
13,0.00065,0.00039
14,0.420433333,0.3882
15,0.42105,0.38936875
17,0.540925,0.47255
18,0.4430375,0.389675
19,0.000833333,0.000533333
20,0.5649,0.50892
21,0.000992,0.000784
22,0.48265,0.42061
23,0.44688,0.38674
24,0.00035625,0.0002875
1,0.4302,0.374266667
2,0.0009375,0.00079375
4,0.43244375,0.38794375
7,0.510592,0.472256
8,0.46507,0.43199
9,0.47526,0.4219
10,0.55323125,0.48954375
12,0.405665,0.37977
13,0.00023,0.00016
14,0.4355,0.385566667
15,0.5558375,0.48431875
17,0.5402625,0.4714375
18,0.4357625,0.411875
19,0.0009,0.000633333
20,0.4851,0.4329
21,0.000592,0.000504
22,0.52582,0.46683
23,0.42156,0.36618
24,0.00065,0.0005125
1,0.492766667,0.428166667
2,0.00025625,0.000225
4,0.4276,0.40218125
7,0.441184,0.390432
8,0.45849,0.43361
9,0.50996,0.48134
10,0.4277625,0.37585625
12,0.457375,0.4202575
13,0.000516667,0.000353333
14,0.539166667,0.471633333
15,0.555675,0.5192625
17,0.53674375,0.48105625
18,0.487125,0.45595
19,0.000466667,0.000333333
20,0.45322,0.42196
21,0.00056,0.000392
22,0.48204,0.44225
23,0.47416,0.4213
24,0.00005625,0.0000375
1,0.4289,0.400466667
2,0.00068125,0.00051875
4,0.49991875,0.4679625
7,0.5164,0.450968
8,0.4678,0.3986
9,0.5059,0.46782
10,0.4747625,0.447925
12,0.458335,0.4159225
13,0.000416667,0.000303333
14,0.4426,0.3825
15,0.48940625,0.464225
17,0.4809,0.43813125
18,0.4293125,0.370575
19,0.000166667,0.000133333
20,0.49684,0.465
21,0.000984,0.000672
22,0.51491,0.46762
23,0.50322,0.4505
24,0.00099375,0.00093125
1,0.499466667,0.468266667
2,0.00019375,0.0001125
4,0.4069375,0.37781875
7,0.535872,0.46688
8,0.46331,0.4306
9,0.46474,0.43408
10,0.4625125,0.4349
12,0.52848,0.48909
13,0.000463333,0.000193333
14,0.441766667,0.4015
15,0.4445125,0.41554375
17,0.45969375,0.4007875
18,0.5132375,0.473925
19,0.000233333,0.000166667
20,0.49358,0.42246
21,0.000928,0.000824
22,0.44653,0.3803
23,0.54402,0.4678
24,0.0006625,0.00055
1,0.5029,0.476666667
2,0.00074375,0.00058125
4,0.48781875,0.4266875
7,0.398032,0.367912
8,0.46725,0.41896
9,0.44704,0.42142
10,0.48163125,0.44033125
12,0.40245,0.3777275
13,0.000106667,6.33333E-05
14,0.5124,0.472233333
15,0.45528125,0.41084375
17,0.435475,0.37035
18,0.4982375,0.454075
19,0.000533333,0.000466667
20,0.45142,0.4272
21,0.000176,0.000112
22,0.4183,0.35766
23,0.50406,0.42868
24,0,0
1,0.510133333,0.474466667
2,0.00023125,0.0001875
4,0.4126875,0.37838125
7,0.4812,0.443608
8,0.43357,0.38743
9,0.4812,0.4233
10,0.44825625,0.40084375
12,0.496435,0.425945
13,0.000943333,0.00058
14,0.487066667,0.4439
15,0.39138125,0.361825
17,0.43540625,0.38601875
18,0.418975,0.3904125
19,0.000866667,0.000533333
20,0.39938,0.3476
21,0.000792,0.000584
22,0.43923,0.39155
23,0.51234,0.46822
24,0.00001875,0.0000125
1,0.399766667,0.363733333
2,0.00054375,0.00038125
4,0.4700125,0.4272375
7,0.422176,0.388592
8,0.43206,0.38802
9,0.444,0.40252
10,0.3979375,0.34625625
12,0.382225,0.3313875
13,0.000266667,0.00011
14,0.4946,0.440966667
15,0.4403125,0.38701875
17,0.406175,0.3839625
18,0.4519375,0.395675
19,0.000666667,0.000566667
20,0.49878,0.44002
21,0.000944,0.0006
22,0.38122,0.33812
23,0.46302,0.39764
24,0.00088125,0.0005875
1,0.489033333,0.444633333
2,0.0004,0.00034375
4,0.4325875,0.39170625
7,0.384176,0.351336
8,0.49809,0.42762
9,0.46676,0.40154
10,0.43638125,0.3769
12,0.460915,0.4214775
13,0.00083,0.000573333
14,0.480833333,0.4129
15,0.46769375,0.43166875
17,0.4564875,0.4092375
18,0.4095,0.372075
19,0.0002,0.000166667
20,0.46262,0.43796
21,0.000288,0.000192
22,0.44849,0.40988
23,0.4864,0.45888
24,0.0008875,0.0007375
1,0.3992,0.3582
2,0.0004375,0.00028125
4,0.41699375,0.3843
7,0.466136,0.438584
8,0.46354,0.43731
9,0.49728,0.4523
10,0.44691875,0.38919375
12,0.3738375,0.331665
13,0.000336667,0.000223333
14,0.4027,0.349133333
15,0.4289,0.37276875
17,0.3788625,0.322875
18,0.454025,0.3988125
19,0.000566667,0.000466667
20,0.42434,0.37718
21,0.00008,0.000048
22,0.48364,0.43279
23,0.45078,0.38528
24,0.0004125,0.00038125
1,0.407433333,0.384466667
2,0.00054375,0.0004375
4,0.48660625,0.42244375
7,0.441248,0.37576
8,0.39836,0.34622
9,0.4164,0.35498
10,0.48550625,0.439825
12,0.41127,0.37224
13,7.33333E-05,4.33333E-05
14,0.509366667,0.456266667
15,0.50549375,0.47663125
17,0.41044375,0.3737375
18,0.4617875,0.3939875
19,3.33333E-05,3.33333E-05
20,0.49384,0.46702
21,0.000136,0.000088
22,0.50107,0.43411
23,0.4815,0.4503
24,0.00085,0.00051875
1,0.437666667,0.4023
2,0.00066875,0.0005875
4,0.38771875,0.3676125
7,0.49132,0.444496
8,0.47016,0.40825
9,0.5028,0.43846
10,0.44815,0.4127
12,0.4506975,0.3973575
13,0.00096,0.00056
14,0.442533333,0.405966667
15,0.38221875,0.35506875
17,0.4500625,0.38546875
18,0.437675,0.3938
19,0.0009,0.000666667
20,0.50276,0.45882
21,0.000032,0.000016
22,0.40853,0.37402
23,0.38994,0.3416
24,0.0009,0.00059375
1,0.449266667,0.388133333
2,0.0009875,0.00055
4,0.44745625,0.39175625
7,0.39844,0.359248
8,0.39228,0.3545
9,0.44178,0.38826
10,0.4193,0.38031875
12,0.45614,0.3909225
13,0.00049,0.000176667
14,0.415033333,0.3829
15,0.4663875,0.400425
17,0.3749625,0.3235875
18,0.5016125,0.4754875
19,0.000933333,0.000633333
20,0.45508,0.42578
21,0.000152,0.00012
22,0.39917,0.35117
23,0.43506,0.41188
24,0.00080625,0.000725
1,0.3953,0.369933333
2,0.00094375,0.0005625
4,0.491625,0.4634
7,0.507536,0.479936
8,0.40133,0.36609
9,0.4527,0.40536
10,0.38036875,0.34605625
12,0.4805625,0.4519025
13,0.000303333,0.000113333
14,0.436466667,0.371933333
15,0.38335,0.36381875
17,0.41699375,0.383825
18,0.4257875,0.386275
19,0.000266667,0.000233333
20,0.3989,0.36038
21,0.000944,0.000648
22,0.45417,0.4063
23,0.46802,0.4101
24,0.0007375,0.000575
1,0.396433333,0.339366667
2,0.0006875,0.0003875
4,0.5039,0.46231875
7,0.486344,0.440672
8,0.40435,0.35947
9,0.40152,0.35128
10,0.44125,0.39881875
12,0.4502725,0.40227
13,0.000573333,0.000396667
14,0.4479,0.411333333
15,0.49423125,0.4358375
17,0.473325,0.4239375
18,0.474275,0.4176625
19,0.0009,0.0008
20,0.41628,0.38882
21,7.2E-05,0.000056
22,0.47192,0.41703
23,0.38604,0.36012
24,0.00015,0.00011875
1,0.415566667,0.3706
2,0.000325,0.0002375
4,0.38668125,0.34773125
7,0.413352,0.352056
8,0.49144,0.43442
9,0.45096,0.40852
10,0.38113125,0.33529375
12,0.4463225,0.4233175
13,0.000923333,0.000536667
14,0.502366667,0.435866667
15,0.442875,0.3969125
17,0.439275,0.3895125
18,0.442775,0.3829625
19,0.001,0.0006
20,0.43666,0.40668
21,0.000272,0.000216
22,0.42884,0.39022
23,0.3861,0.33752
24,0.00076875,0.0004375
1,0.513766667,0.438633333
2,0.00066875,0.0004375
4,0.46095625,0.4128625
7,0.502856,0.430392
8,0.38726,0.34298
9,0.465,0.43034
10,0.439575,0.39139375
12,0.392445,0.3456675
13,0.00048,0.00033
14,0.4705,0.401633333
15,0.39036875,0.3442875
17,0.4402625,0.39481875
18,0.4508,0.4229875
19,0.0002,0.0001
20,0.4294,0.39196
21,0.000432,0.000376
22,0.46536,0.44095
23,0.48932,0.41864
24,0.000925,0.000875
1,0.539033333,0.505933333
2,0.000525,0.00031875
4,0.54788125,0.5012625
7,0.436064,0.386776
8,0.46895,0.42907
9,0.4032,0.34304
10,0.51945625,0.46341875
12,0.4611375,0.43686
13,0.000406667,0.000166667
14,0.476066667,0.448833333
15,0.444175,0.38938125
17,0.47913125,0.42850625
18,0.453625,0.4145375
19,0.0002,0.000133333
20,0.47736,0.41524
21,0.000768,0.000664
22,0.5234,0.46691
23,0.41684,0.37014
24,0.00088125,0.00055
1,0.485833333,0.445166667
2,0.00095,0.000725
4,0.40613125,0.35826875
7,0.495592,0.430656
8,0.47457,0.44312
9,0.45274,0.42676
10,0.4764,0.42539375
12,0.411405,0.354515
13,0.000463333,0.000316667
14,0.439866667,0.3812
15,0.51151875,0.46565625
17,0.5304625,0.45919375
18,0.471625,0.413875
19,0.000566667,0.000366667
20,0.47064,0.43714
21,7.2E-05,0.000064
22,0.52003,0.46565
23,0.47928,0.44808
24,0.00049375,0.000375
1,0.529533333,0.5006
2,0.0007625,0.00048125
4,0.41164375,0.37010625
7,0.457184,0.428768
8,0.49034,0.44162
9,0.42036,0.39222
10,0.469275,0.41664375
12,0.48241,0.43383
13,0.000293333,0.000146667
14,0.472366667,0.412733333
15,0.44503125,0.39790625
17,0.43148125,0.38469375
18,0.4571375,0.4296375
19,0.000866667,0.0006
20,0.5458,0.50364
21,0.00056,0.000352
22,0.42966,0.38793
23,0.5236,0.48364
24,0.00044375,0.00035625
1,0.503833333,0.454533333
2,0.0001875,0.000125
4,0.40115,0.3469125
7,0.471856,0.435376
8,0.45112,0.39374
9,0.5244,0.4637
10,0.48835,0.44980625
12,0.5251825,0.480485
13,0.00047,0.0003
14,0.4388,0.398733333
15,0.49314375,0.45226875
17,0.54598125,0.49139375
18,0.4735625,0.426825
19,0.000666667,0.000533333
20,0.46558,0.40602
21,0.000344,0.000216
22,0.54789,0.47668
23,0.4685,0.43294
24,0.00051875,0.0004
1,0.512,0.471333333
2,0.00065625,0.00054375
4,0.4680125,0.40528125
7,0.533424,0.454552
8,0.48213,0.41406
9,0.45602,0.4082
10,0.4660875,0.40206875
12,0.458225,0.417225
13,2.66667E-05,1.33333E-05
14,0.5357,0.460833333
15,0.46638125,0.4208375
17,0.50785,0.4331125
18,0.44395,0.3875875
19,0.0001,6.66667E-05
20,0.5483,0.49128
21,0.000504,0.000368
22,0.53758,0.46164
23,0.5287,0.4836
24,0.0006,0.0005375
1,0.530533333,0.4651
2,0.00080625,0.00050625
4,0.4339625,0.4014125
7,0.513928,0.473904
8,0.53617,0.46982
9,0.52098,0.48862
10,0.49354375,0.4583
12,0.5385125,0.49072
13,0.00067,0.00043
14,0.503933333,0.444733333
15,0.468625,0.4077625
17,0.50749375,0.4700875
18,0.4016,0.3604875
19,0.0005,0.000466667
20,0.43588,0.4114
21,0.000232,0.000128
22,0.52298,0.4933
23,0.40486,0.37162
24,0.00036875,0.00026875
1,0.440766667,0.3942
2,0.00001875,0.0000125
4,0.5084125,0.44018125
7,0.53492,0.461432
8,0.54348,0.4652
9,0.54882,0.48812
10,0.4427875,0.39980625
12,0.5393825,0.4816575
13,0.00089,0.000363333
14,0.474866667,0.420066667
15,0.413,0.3614
17,0.5306,0.49534375
18,0.44935,0.397975
19,0.000733333,0.0006
20,0.49604,0.46758
21,0.000192,0.000144
22,0.54839,0.49894
23,0.40552,0.37772
24,0.000575,0.00050625
1,0.404566667,0.369233333
2,0.00036875,0.0003125
4,0.5390375,0.495225
7,0.40528,0.368272
8,0.48856,0.42187
9,0.4577,0.41994
10,0.411525,0.3876625
12,0.4589025,0.393645
13,0.000113333,6E-05
14,0.4115,0.3818
15,0.43425,0.39655625
17,0.4828125,0.443425
18,0.509575,0.4688375
19,0.000233333,0.000166667
20,0.4693,0.42488
21,0.000824,0.0006
22,0.4792,0.43024
23,0.47484,0.43972
24,0.00011875,0.0000875
1,0.426366667,0.398733333
2,0.00033125,0.00025
4,0.4590125,0.43108125
7,0.549536,0.501952
8,0.43383,0.38098
9,0.45716,0.40944
10,0.51511875,0.4393375
12,0.41763,0.3632525
13,0.000186667,1E-04
14,0.4263,0.4037
15,0.4752,0.447975
17,0.51138125,0.4709
18,0.439,0.3869
19,0.0008,0.000566667
20,0.51642,0.48094
21,0.000168,0.000144
22,0.51711,0.47129
23,0.42128,0.38274
24,0.00034375,0.000325
1,0.5492,0.479066667
2,0.00033125,0.00025
4,0.48665625,0.41664375
7,0.501376,0.471136
8,0.50842,0.44767
9,0.41798,0.39632
10,0.5208375,0.489675
12,0.4150875,0.3931375
13,0.000826667,0.00053
14,0.456066667,0.4236
15,0.492275,0.455325
17,0.41520625,0.36380625
18,0.5417875,0.495575
19,0.0008,0.000533333
20,0.53826,0.4635
21,0.00004,0.000024
22,0.54563,0.50683
23,0.50684,0.44152
24,0.00085,0.0007125
1,0.445833333,0.401166667
2,0.0003625,0.00033125
4,0.4535125,0.409275
7,0.472384,0.43988
8,0.40585,0.38534
9,0.46214,0.40282
10,0.5003875,0.45465625
12,0.49671,0.4244625
13,0.00015,8.33333E-05
14,0.5446,0.5158
15,0.44135625,0.38388125
17,0.43173125,0.372725
18,0.4974625,0.4440125
19,0.000966667,0.000733333
20,0.40096,0.36748
21,0.000256,0.000232
22,0.51222,0.48596
23,0.45356,0.38976
24,0.000425,0.0004
1,0.433,0.381433333
2,0.00055,0.0005125
4,0.4638125,0.4178875
7,0.410696,0.366856
8,0.45349,0.39116
9,0.43178,0.40436
10,0.51876875,0.463225
12,0.4393525,0.3757175
13,0.00096,0.000536667
14,0.479166667,0.454166667
15,0.46671875,0.40331875
17,0.4453625,0.38241875
18,0.5327,0.4924
19,0.000466667,0.000266667
20,0.5433,0.47074
21,0.000328,0.000192
22,0.49455,0.46438
23,0.49732,0.44452
24,0.00094375,0.00055625
1,0.4349,0.4085
2,0.00025,0.000175
4,0.482175,0.43271875
7,0.444688,0.404304
8,0.42343,0.39122
9,0.41714,0.35458
10,0.4354125,0.3743375
12,0.5496725,0.4723525
13,0.00033,0.00022
14,0.430166667,0.398233333
15,0.53498125,0.4661125
17,0.4315625,0.38334375
18,0.5474,0.5091875
19,0.0004,0.000233333
20,0.47898,0.43682
21,0.000088,7.2E-05
22,0.43922,0.39626
23,0.40926,0.35754
24,0.000725,0.00053125
1,0.462766667,0.429633333
2,0.0001625,0.00011875
4,0.40838125,0.38186875
7,0.479192,0.421416
8,0.40935,0.37601
9,0.43818,0.37302
10,0.52465625,0.4682
12,0.429065,0.3667225
13,0.000896667,0.000386667
14,0.481933333,0.4388
15,0.47258125,0.43168125
17,0.55129375,0.49241875
18,0.5218125,0.482475
19,0.0002,0.0002
20,0.4325,0.37766
21,0.000872,0.0008
22,0.52087,0.4821
23,0.46032,0.40194
24,0.00045,0.0002625
1,0.529833333,0.483066667
2,0.00088125,0.00066875
4,0.527525,0.45545
7,0.48152,0.431656
8,0.46533,0.42044
9,0.55076,0.50392
10,0.43800625,0.4049625
12,0.4735,0.4317725
13,0.00042,0.00018
14,0.5223,0.4736
15,0.50729375,0.45275625
17,0.48056875,0.45131875
18,0.4404875,0.375
19,0.000433333,0.0004
20,0.47372,0.42356
21,0.00024,0.000208
22,0.49046,0.42329
23,0.4971,0.45676
24,0.00051875,0.00038125
1,0.4863,0.418533333
2,0.00069375,0.00060625
4,0.4303875,0.3696375
7,0.534992,0.461152
8,0.54446,0.49109
9,0.55438,0.4785
10,0.4327625,0.40441875
12,0.42807,0.4012
13,0.00038,0.00018
14,0.554166667,0.496066667
15,0.5399,0.462825
17,0.54106875,0.4903375
18,0.4977625,0.4341125
19,0.000133333,0.0001
20,0.5365,0.45824
21,0.000552,0.00036
22,0.42894,0.37951
23,0.47458,0.42512
24,0.00085,0.00066875
1,0.474733333,0.4148
2,0.00048125,0.00036875
4,0.437175,0.39991875
7,0.461376,0.41972
8,0.55167,0.47402
9,0.45304,0.41798
10,0.4912875,0.46635
12,0.42273,0.37476
13,0.000793333,0.000313333
14,0.490133333,0.442666667
15,0.47479375,0.42761875
17,0.5393625,0.4811
18,0.5411,0.5079875
19,0.0007,0.000533333
20,0.51334,0.45574
21,0.000536,0.00044
22,0.42606,0.39939
23,0.54424,0.4854
24,0.0001125,6.875E-05
1,0.5479,0.5187
2,0.000475,0.000275
4,0.53195625,0.491175
7,0.537816,0.495432
8,0.53609,0.45948
9,0.50792,0.46544
10,0.48565625,0.45395
12,0.4481375,0.385735
13,5.66667E-05,2.33333E-05
14,0.428533333,0.387033333
15,0.5341,0.45695
17,0.55035,0.5206375
18,0.545875,0.474725
19,0.000133333,0.0001
20,0.42858,0.37254
21,0.00056,0.000512
22,0.42501,0.3741
23,0.44794,0.41738
24,0.00075,0.000625
1,0.5247,0.446466667
2,0.0007625,0.0005125
4,0.46223125,0.43134375
7,0.48236,0.439424
8,0.51034,0.43701
9,0.54384,0.51652
10,0.44924375,0.38935625
12,0.413215,0.363425
13,0.000206667,0.00009
14,0.457733333,0.401366667
15,0.5214125,0.44963125
17,0.45035,0.42050625
18,0.4507625,0.41015
19,0.0003,0.000166667
20,0.48992,0.44632
21,0.000432,0.000304
22,0.42053,0.37785
23,0.43274,0.38518
24,0.0007375,0.000425
1,0.533133333,0.497333333
2,0.0008375,0.00055625
4,0.4176875,0.3821125
7,0.452384,0.412928
8,0.43522,0.37241
9,0.43048,0.40156
10,0.497175,0.440175
12,0.43357,0.375505
13,0.00004,1.66667E-05
14,0.476233333,0.4344
15,0.44209375,0.39780625
17,0.51635625,0.46133125
18,0.5496875,0.4831125
19,0.000833333,0.000666667
20,0.5337,0.46124
21,0.00056,0.000432
22,0.51807,0.44087
23,0.46906,0.42258
24,0.0002625,0.00021875
1,0.5181,0.4714
2,0.0009625,0.0006125
4,0.40879375,0.37021875
7,0.420704,0.38608
8,0.44778,0.40834
9,0.5217,0.46094
10,0.483,0.4520875
12,0.5098675,0.4503225
13,0.000426667,0.000216667
14,0.453833333,0.393533333
15,0.527125,0.47738125
17,0.49776875,0.45323125
18,0.4660875,0.4178375
19,0.0007,0.000666667
20,0.53008,0.46682
21,0.000528,0.000368
22,0.53291,0.4661
23,0.47106,0.42354
24,0.00075625,0.00065
1,0.522166667,0.480566667
2,0.000525,0.0004875
4,0.40516875,0.37974375
7,0.462848,0.417856
8,0.46833,0.4042
9,0.42084,0.36644
10,0.5482,0.48705625
12,0.4184125,0.3888075
13,0.000363333,0.00026
14,0.410133333,0.385033333
15,0.53335625,0.45988125
17,0.50964375,0.4491625
18,0.4061125,0.379725
19,0.0002,0.000166667
20,0.47346,0.43346
21,0.00068,0.00048
22,0.46097,0.39502
23,0.43712,0.4094
24,0.00023125,0.00013125
1,0.512133333,0.451833333
2,0.0007,0.00054375
4,0.45590625,0.39618125
7,0.502624,0.471856
8,0.41899,0.39221
9,0.47908,0.42486
10,0.4348625,0.39485
12,0.49838,0.4683825
13,0.000783333,0.000333333
14,0.477533333,0.4424
15,0.41198125,0.36691875
17,0.48721875,0.4285
18,0.5437875,0.4701
19,0.000366667,0.0003
20,0.55322,0.50142
21,0.000656,0.000584
22,0.48391,0.42744
23,0.42732,0.39184
24,0.0001875,0.00016875
1,0.424533333,0.394133333
2,0.0003625,0.00024375
4,0.4266125,0.36839375
7,0.475616,0.420424
8,0.55412,0.49784
9,0.46916,0.4166
10,0.426075,0.3927875
12,0.410395,0.3868275
13,0.000413333,0.00017
14,0.430866667,0.372333333
15,0.539275,0.471725
17,0.5512625,0.4785375
18,0.413225,0.3901125
19,0.0008,0.0006
20,0.5044,0.43418
21,0.000824,0.000712
22,0.41526,0.36788
23,0.45898,0.40472
24,0.00049375,0.00028125
1,0.4455,0.4065
2,0.00045,0.00034375
4,0.5818375,0.5481875
7,0.568328,0.48512
8,0.465,0.43404
9,0.6008,0.5421
10,0.465325,0.4130875
12,0.493015,0.433455
13,0.000853333,0.000466667
14,0.531566667,0.493633333
15,0.4883625,0.4577125
17,0.46800625,0.4314625
18,0.4913125,0.42505
19,0.000566667,0.000466667
20,0.53714,0.4965
21,0.000088,0.000064
22,0.47569,0.45117
23,0.50316,0.43326
24,0.00009375,6.875E-05
1,0.472066667,0.437633333
2,0.0001875,0.00011875
4,0.45213125,0.384925
7,0.560312,0.505976
8,0.60012,0.52718
9,0.47052,0.4155
10,0.52096875,0.4803
12,0.5671275,0.53424
13,0.00073,0.00051
14,0.500166667,0.448633333
15,0.4457375,0.40075
17,0.47354375,0.44339375
18,0.553575,0.480275
19,0.0001,0.0001
20,0.53706,0.47262
21,0.000992,0.000904
22,0.51392,0.44778
23,0.58364,0.5103
24,0.00080625,0.00055
1,0.602066667,0.559866667
2,0.00000625,0.00000625
4,0.52966875,0.453075
7,0.551896,0.483816
8,0.60247,0.52261
9,0.48034,0.423
10,0.58919375,0.524125
12,0.477385,0.41595
13,0.00077,0.00028
14,0.570033333,0.535033333
15,0.6090125,0.53848125
17,0.51274375,0.46213125
18,0.577075,0.53985
19,0.000833333,0.0006
20,0.494,0.46822
21,0.000752,0.00068
22,0.50369,0.43406
23,0.52914,0.49082
24,0.00046875,0.000275
1,0.534166667,0.456433333
2,0.00045625,0.00041875
4,0.58751875,0.5546125
7,0.45732,0.39088
8,0.44849,0.38522
9,0.58232,0.53174
10,0.5289,0.47130625
12,0.54462,0.5028
13,0.0008,0.000523333
14,0.474466667,0.4168
15,0.5688875,0.49736875
17,0.609875,0.55640625
18,0.5840625,0.5401125
19,0.000633333,0.000533333
20,0.47078,0.4314
21,0.00068,0.000472
22,0.57453,0.51349
23,0.55414,0.50162
24,0.00015625,0.0001125
1,0.5337,0.463466667
2,0.00036875,0.000275
4,0.5095875,0.46339375
7,0.487216,0.426632
8,0.49905,0.45637
9,0.53848,0.50832
10,0.49541875,0.44856875
12,0.6068075,0.5752525
13,0.000933333,0.000576667
14,0.605033333,0.5191
15,0.49853125,0.43761875
17,0.5453375,0.476725
18,0.5007625,0.4462875
19,0.000733333,0.000666667
20,0.5788,0.54212
21,0.000576,0.00036
22,0.59849,0.52343
23,0.59074,0.53194
24,0.0005625,0.00036875
1,0.4819,0.410033333
2,0.00008125,0.000075
4,0.5915125,0.53361875
7,0.489792,0.451576
8,0.55586,0.50807
9,0.55194,0.50362
10,0.60200625,0.5197875
12,0.5859775,0.53567
13,0.000653333,0.000393333
14,0.606166667,0.517566667
15,0.5221,0.44534375
17,0.449875,0.41686875
